Avanz;1
Avete;22
Aveva;32
Avevano;5
Avevi;1
Avevo;3
Avr;4
Avrai;2
Avrebbe;9
Avrebbero;1
Avrei;3
Avresti;1
Avrete;1
Avventano;1
Avvicin;1
Avvicinossi;1
BARONETTO;1
Bacco;1
Baci;1
Bada;8
Badate;3
Bah;3
Balam;7
Balou;1
Balu;2
Barbara;4
Barra;1
Bast;1
Basta;2
Baster;4
Batavia;1
Bato;121
Batterono;1
Battiamoci;1
Battiassi;2
Battiasso;1
Battuto;1
Bella;1
Belzeb;3
Ben;1
Bene;57
Bengala;3
Benissimo;2
Benone;2
Bestemmiando;1
Bevete;1
Bevette;1
Bevi;1
Beviamo;3
Birmani;1
Bisogna;27
Bisognava;8
Bisogner;1
Bisognerebbe;1
Bob;5
Bordeggi;1
Borneo;40
Bornese;1
Bornesi;1
Botti;1
Brama;1
Bravo;2
Britanni;3
Britannica;1
Brooke;2
Bughisi;3
Buon;5
Buona;1
Burlone;1
CAPITOLO;34
Cacciati;1
Cada;1
Cadr;1
Calcolava;1
Calcutta;1
Calpestava;1
Cammin;2
Camminando;1
Camminarono;1
Camminava;1
Camminiamo;1
Cantava;1
Canton;2
Cap;2
Capisci;1
Capit;2
Capitano;22
Capiva;1
Caricatisi;1
Caricavano;1
Cederanno;1
Celebe;1
Centinaia;1
Cento;4
Cerc;2
Cercate;2
Cercavano;1
Cercher;1
Cerchiamo;4
Cerchiamolo;1
Certamente;11
Cespugli;1
Che;153
Chi;62
Chiam;1
Chiamate;1
Chiamatemi;1
Chiamo;1
Chin;1
Chinese;1
Chiunque;1
Chiuse;1
Ci;25
Cinese;1
Cinesi;3
Cinque;3
Cinse;1
Co;1
Coi;2
Col;1
Colla;2
Colpivano;1
Colpo;3
Colse;1
Comandante;3
Combatteremo;1
Come;20
Cominci;1
Cominciamo;1
Cominciarono;1
Cominciava;1
Commettere;1
Compagni;12
Compiuta;1
Comprendendo;1
Comprenderete;1
Comprendete;1
Comprendeva;2
Comprendi;1
Comprese;1
Compreso;1
Con;24
Concedetemi;1
Condor;1
Confusi;1
Consolatevi;1
Cont;1
Contate;1
Contava;2
Contento;1
Continu;3
Continua;1
Continuate;1
Coprirsi;1
Coraggio;18
Corpo;4
Correva;1
Corri;1
Corse;1
Cos;8
Cosa;1
Cospetto;2
Crederesti;3
Credete;7
Credetelo;1
Credette;2
Credetti;1
Credeva;5
Credevo;1
Credi;37
Credo;17
Credono;2
Crescono;1
Cristo;2
Croll;2
Crudele;1
Curvate;1
Curviamo;1
D;14
DA;1
DELLA;2
Da;16
Dacch;1
Dai;1
Daiassi;2
Daiasso;4
Dajacca;2
Dajacco;28
Dajacha;1
Dajacho;1
Dajak;1
Dal;7
Dalla;1
Dalle;1
Dammi;2
Danno;1
Dappertutto;2
Darai;1
Darei;3
Data;1
Date;1
Datemi;2
Dato;1
Dayacchi;1
Dayacco;1
Dayachi;1
Dayacho;1
Dayako;1
Dayasso;1
Debbo;1
Decant;1
Degli;2
Dei;3
Del;11
Dell;3
Delle;2
Dense;1
Deve;3
Devo;2
Devono;1
Di;20
Diamo;3
Diana;2
Dieci;9
Diede;1
Dietro;1
Difenderemo;1
Difenderla;1
Difendiamoci;1
Dik;1
Dillo;3
Dimentichi;1
Dimentico;2
Dimmelo;1
Dimmi;9
Dinanzi;1
Dio;53
Dipinse;1
Diresse;1
Discorriamo;1
Disgrazia;4
Disponeva;1
Disponi;1
Dissetatisi;1
Dite;3
Ditemi;6
Diventate;1
Diventi;1
Diverrai;2
Divina;1
Dobbiamo;2
Dodici;1
Domand;1
Domani;10
Dominando;1
Dopo;9
Dorm;2
Dorme;1
Dormiranno;1
Dormire;1
Dormiva;1
Dormono;2
Dov;9
Dove;31
Dovessi;4
Dovete;1
Doveva;3
Dovevano;1
Dovunque;1
Dubiti;1
Due;22
Durante;3
E;259
Ebbe;7
Ebbene;32
Ecco;33
Eccoci;1
Eccoli;2
Eccolo;4
Eccomi;4
Ed;6
Editrice;1
Egli;194
Eh;11
Ehi;10
Ella;15
Emigriamo;1
Emilio;2
Emise;2
Entr;3
Entrambi;4
Entrare;1
Entriamo;1
Eppur;1
Eppure;5
Era;84
Erano;12
Eravamo;3
Eravate;1
Eri;1
Ero;2
Eroe;1
Err;1
Esamin;2
Esce;1
Eseguisci;1
Essa;8
Esse;1
Essi;23
Esso;7
Europa;2
Europei;1
F;1
Fa;14
Faccio;1
Faceva;2
Fallo;1
Fammi;1
Fanciulla;1
Far;3
Farai;1
Farla;1
Farlo;1
Fatalit;6
Fate;5
Fatemi;1
Fatevi;2
Fe;1
Febbre;1
Fece;11
Fecero;1
Ferito;1
Fermati;1
Fermi;1
Fermissimo;1
Fermo;1
Ferro;1
Fida;1
Fidati;1
Fila;2
Filippine;4
Finalmente;1
Finch;3
Finger;1
Finita;1
Finito;1
Fioraso;1
Forati;1
Form;1
Forse;28
Fosse;1
Fossero;1
Fra;16
Fracassa;1
Francia;1
Frantumare;1
Fratel;1
Fratello;3
Freddarlo;1
Frequenta;1
Fu;24
Fuggi;6
Fuggir;2
Fuggiremo;1
Fui;4
Fumava;1
Fuoco;7
Fuori;1
Furono;3
GI;5
Galleggiava;1
Gange;1
Gareggiavano;1
Gargantua;1
Gaya;1
Gett;11
Gettalo;2
Gettate;1
Gi;4
Giacch;3
Giammai;4
Giava;3
Giavanese;2
Giavanesi;2
Gilles;1
Giorno;1
Giovanotto;1
Giove;10
Gir;3
Gira;1
Giro;120
Giunse;1
Giunsero;1
Giunto;1
Giuoco;1
Giurai;1
Giusto;1
Gjehawem;2
Gl;12
Gli;38
Gliela;1
God;5
Gomera;2
Governatore;5
Gran;1
Grazia;1
Grazie;16
Grida;1
Guai;12
Guard;2
Guarda;37
Guardalo;2
Guardami;6
Guardando;2
Guardate;7
Guardatevi;1
Guardati;1
Guarir;3
Guillonk;47
Ha;11
Haawen;1
Hai;32
Hanno;13
Harry;11
Ho;54
Hurr;1
I;202
II;1
III;1
IL;1
IV;1
IX;1
Ieri;2
Ignorava;1
Ignori;1
Ignoro;1
Ikaut;5
Il;619
Immensamente;1
Impallid;1
Impotente;1
Impugnate;1
In;71
Incatenate;1
Incontrer;1
Incoraggiava;1
Incroci;1
Incrociatori;1
India;5
Indiani;3
Indiano;2
Indicami;1
Indie;1
Indietreggi;1
Indovin;1
Infatti;10
Infine;1
Inghilterra;12
Inghiottila;1
Inghiottita;1
Inglese;64
Inglesi;104
Inioko;81
Innalzai;1
Innanzi;1
Intasc;1
Interrog;1
Intravvide;1
Invano;3
Invece;1
Io;136
Iris;4
Irlandese;1
Ironia;1
Isole;21
Italia;2
James;45
John;5
Kimais;1
Kini;1
Koti;2
L;108
LA;2
La;391
Labuan;279
Ladgia;14
Lady;4
Laggi;4
Lampeggiavano;1
Lampunghi;1
Lancia;3
Largo;5
Lascia;28
Lasciami;6
Lasciamogli;1
Lasciamolo;1
Lasciarlo;1
Lasciarmela;1
Lasciate;5
Lasciatela;1
Lasciatelo;1
Lasciatemi;6
Lasciato;1
Lass;1
Lavorer;1
Le;77
Leggi;1
Lei;7
Li;4
Liberi;1
Libero;1
Lisbona;1
Lo;103
Lord;7
Lott;1
Lottando;1
Lottare;1
Lui;8
Lunghi;1
Luogotenente;3
Lusitano;1
M;4
MALESE;1
MALESIA;2
MARIANNA;1
Ma;167
Macassaresi;1
Mai;10
Malacca;4
Maledetto;5
Maledizione;2
Malese;127
Malesi;11
Malesia;266
Malgrado;2
Maludu;3
Man;3
Mand;1
Mandateli;1
Mano;1
Manuzio];2
Maometto;7
Maratua;2
Marciamo;1
Mare;4
Marianna;351
Me;4
Mecca;1
Meglio;6
Meno;1
Mentre;8
Mettevano;1
Mezza;1
Mezzi;1
Mi;87
Mia;9
Milady;21
Mille;8
Milord;3
Mio;11
Mira;1
Miserabili;1
Misur;1
Mompracem;304
Morr;2
Morranno;1
Morta;3
Morte;1
Morti;1
Morto;2
Moschettati;1
Mundy;3
Muovi;1
Murate;1
My;5
Mylord;1
N;6
NOTE;1
Nano;5
Narra;1
Nascosta;1
Nascosto;1
Naturalmente;1
Navigheremo;1
Ne;11
Negli;1
Negritos;1
Nei;2
Nel;22
Nell;3
Nella;5
Nelle;1
Nello;1
Nemmen;2
Nemmeno;4
Nessun;6
Nessuna;2
Nessuno;10
Niente;1
Nini;2
No;89
Noi;21
Nol;1
Non;569
Nondimeno;2
Noterai;1
Notizie;2
Nubi;1
Nulla;4
Numerose;1
Numerosi;1
Nuot;1
Nuova;1
Nuovi;1
O;4
Occhio;1
Occorreva;1
Odi;4
Odimi;10
Oggi;4
Ogni;6
Ognuno;3
Oh;83
Ohe;10
Oib;8
Ol;6
Olanda;1
Olandese;2
Olandesi;5
Oltrepass;1
Omero;1
Oppure;2
Or;2
Ora;10
Orbene;2
Ordinate;2
Ordinatemi;1
Ordine;2
Oriente;1
Ors;61
Oser;1
Otto;1
Ovunque;2
PULAU;1
Pacifico;1
Palizzate;1
Pallida;1
Paranoa;12
Pare;1
Pareva;17
Parevano;1
Parla;15
Parlami;1
Parlate;10
Parlatemi;2
Parlavate;1
Parler;1
Parliamo;2
Parlo;1
Parti;2
Partiamo;6
Partire;2
Partita;1
Parve;1
Pass;5
Passando;1
Passare;1
Passarono;1
Passato;1
Passer;1
Passeranno;1
Patau;51
Paura;1
Pazienza;1
Pensa;2
Pensate;1
Pensatevi;1
Pensiamo;2
Per;62
Perch;31
Percorse;3
Percorsero;1
Percorsi;1
Perder;1
Perdere;1
Perdermi;1
Perdettero;1
Perdeva;1
Perdio;1
Perduta;2
Perduti;1
Perduto;1
Perfettamente;5
Pericolosa;1
Perla;70
Perlustr;1
Persia;1
Persino;1
Persuadere;1
Pi;3
Piant;1
Pianterai;1
Pieghiamo;1
Piglia;1
Piove;1
Pirati;2
Piroscafi;2
Pochi;3
Poco;2
Poggia;1
Poi;24
Ponete;1
Pontianak;2
Port;1
Portalo;1
Portate;1
Portavano;1
Porter;1
Porto;1
Portogallo;1
Portoghese;323
Possa;2
Possedendo;1
Possiamo;4
Possibile;2
Posso;3
Possono;2
Potemmo;1
Potessi;5
Potete;4
Poteva;5
Potevano;2
Potevate;1
Potr;2
Potrebbe;16
Potrebbero;1
Potrei;2
Potresti;1
Povera;3
Poveri;6
Povero;6
Precipit;1
Pregate;1
Preghiamo;1
Prendi;3
Prendiamo;1
Prendo;1
Prepara;1
Prese;1
Preso;1
Presto;1
Prima;11
Primo;1
Procedette;1
Progettava;1
Proprio;3
Prosegui;1
Prov;1
Prudenza;1
Pu;2
Pueh;1
Pulau;5
Pulo;3
Punito;1
Puoi;3
Pur;1
Purch;1
Pure;4
Qua;6
Qual;5
Qualche;10
Qualcuno;2
Quale;9
Quali;2
Qualunque;2
Quando;67
Quanta;2
Quante;5
Quanti;1
Quanto;10
Quantunque;6
Quaranta;4
Quasi;13
Quattro;4
Quegli;2
Quei;6
Quel;16
Quell;6
Quella;6
Quelle;2
Quello;1
Quest;2
Questa;16
Queste;3
Questi;7
Questo;8
Qui;3
Quindici;2
ROSENTHAL;1
Raccolse;2
Raccolsero;1
Racconta;4
Radun;2
Raggiunse;2
Ragi;1
Ragno;5
Rallentava;2
Rammentatevi;3
Rapidi;1
Rapirmela;1
Re;1
Recarmi;1
Respirando;1
Rest;1
Rester;2
Restiamo;1
Riabbassando;1
Ricchissimi;1
Ricevette;1
Ricominci;1
Ricomparve;1
Ricompose;1
Riconobbe;1
Ridotti;1
Rientr;1
Rimanete;6
Rimango;3
Rimani;4
Rimarrai;2
Rimarrete;1
Rimase;4
Rimpiangi;2
Ringrazia;1
Ripeti;1
Ripigliarono;1
Ripose;1
Riprendiamo;1
Risal;1
Risalirono;1
Rispondendo;1
Rispondi;2
Ritiratala;1
Ritirate;3
Ritiriamoci;1
Ritorn;1
Ritornati;1
Ritornato;1
Ritorner;2
Ritornerei;1
Ritorniamo;4
Ritorno;2
Ritrasse;1
Rivedr;1
Rizzate;1
Roberto;1
Rodney;3
Romades;20
Rompi;1
Rosenthal;8
Rosi;1
Rotta;2
Rugg;1
Ruggi;1
Ruggiva;4
Ruggivano;1
S;159
Sabau;16
Saccaroa;1
Sai;19
Sal;2
Salgari;3
Sali;2
Salite;1
Salta;1
Salvala;1
Salvate;1
Sambas;1
San;1
Sandokan;1028
Sangue;23
Santa;4
Sapete;9
Sapeva;5
Sapevano;1
Saprei;2
Sar;27
Sarai;3
Sarawak;14
Sarebbe;18
Sarebbero;1
Sarei;5
Saremo;1
Sarete;1
Satana;2
Saugau;1
Sbarcheremo;1
Scandagliamo;1
Scegli;1
Scelse;1
Scesero;1
Schaja;7
Scintillanti;1
Sciogli;1
Scommetterei;3
Sconfitti;1
Scoprirlo;1
Scorrazzava;1
Scorsero;1
Scostate;1
Scriverai;1
Scrosciava;1
Sdrucciol;1
Se;162
Segu;3
Seguiamolo;1
Seguimi;1
Sei;26
Seicento;1
Sembr;2
Sembrava;1
Sempre;6
Sent;3
Senti;9
Sentiamo;3
Sentite;3
Sento;5
Senza;15
Separiamoci;1
Seppellita;1
Sessanta;1
Sfidare;1
Sfiderei;1
Sfido;4
Sgomentarmi;1
Si;165
Sia;4
Siamesi;1
Siamo;23
Sicch;3
Sicura;1
Sicuramente;1
Sicuro;8
Siedi;1
Siete;15
Siffatti;1
Signor;1
Signora;1
Signore;3
Signori;3
Silenzio;18
Singal;2
Singapura;3
So;4
Soffoc;2
Soffocher;1
Soffoco;1
Soffrir;1
Soffrite;1
Sogna;1
Sogni;2
Sol;1
Sola;1
Solamente;1
Solchino;1
Soldati;1
Sollev;1
Solo;17
Sono;63
Sorella;1
Sorseggi;1
Sost;1
Sostenendosi;1
Sotto;1
Spagna;1
Spagnolo;1
Spagnuoli;3
Spazzatemi;1
Spegniamo;1
Spenta;2
Spenti;1
Sperava;1
Speriamo;1
Spero;1
Spezz;1
Spia;1
Spiava;1
Spicciamoci;1
Spicciatevi;1
Spicciati;10
Spieg;1
Spinto;1
Spogliati;1
Spron;1
Sta;12
Stacc;1
Standosene;1
State;2
Stava;7
Stette;16
Stettero;1
Stiamo;2
Stimando;1
Strapp;1
Strappati;1
Strinse;1
Stur;1
Su;12
Sua;1
Succeder;2
Successe;1
Sul;2
Sulla;2
Sulle;1
Sultano;7
Sumatra;1
Sussult;1
Suvvia;2
Sventratelo;1
T;2
TIGRE;2
TRATTO;1
Tacete;2
Taci;7
Tacitamente;1
Tagali;1
Tagalo;1
Tagli;2
Taglia;1
Tagliate;1
Tamigi;1
Tante;1
Tanto;11
Te;9
Temerla;1
Temo;1
Tenendo;1
Tenete;1
Tenetevi;1
Teniamoci;1
Tent;3
Tentai;1
Tentereste;1
Tergete;1
Tergi;1
Terra;1
Terribile;1
Tese;2
Tetri;1
Ti;36
Tieni;3
Tiga;1
Tigre;585
Tigri;3
Tigrotti;6
Timor;1
Tira;8
Tirar;1
Tirata;1
Tiravano;1
Tiriamo;5
Tirreno;4
To;6
Tocc;1
Tocca;1
Torino;1
Torn;6
Tra;4
Tradimento;2
Tradito;1
Trascinato;1
Trasse;2
Tratto;1
Tre;26
Trecento;1
Trem;1
Tremino;1
Trenta;1
Trentasei;1
Triste;2
Tronchiamolo;1
Troppo;1
Trov;2
Trovarci;1
Trovate;3
Troverete;2
Trovi;1
Trovo;2
Tu;87
Tua;2
Tuoni;8
Tutta;5
Tuttavia;16
Tutte;4
Tutti;31
Tutto;24
Uccidere;1
Uccidermi;1
Uccidimi;1
Ucciso;1
Udite;2
Uditemi;5
Uhm;11
Un;105
Una;76
Unendo;1
Uno;11
Uomo;1
Url;1
Urlano;1
Urlava;1
Usc;5
Usciamo;1
Uscire;1
Usciremo;1
Uscirono;2
Uscite;1
V;3
VI;1
VII;1
VIII;1
Va;12
Vagarono;1
Vagava;1
Vammi;1
Varauni;24
Varcate;2
Vattene;4
Ve;11
Vedendo;2
Vederla;1
Vedete;13
Vedi;23
Vedo;8
Vedr;1
Vedrai;2
Vedremo;1
Vedute;1
Vegliano;2
Vegliate;1
Veglio;1
Vendetta;7
Venezia;1
Venimmo;1
Venite;11
Veniva;1
Venne;2
Vennero;1
Venti;7
Ventidue;2
Vergogna;1
Vero;1
Verona;1
Verr;5
Verrete;1
Verso;2
Vestiva;1
Vesuvio;1
Vi;84
Via;14
Vicino;1
Vide;2
Vidi;1
Vieni;27
Vigila;1
Viglongo;1
Vincerai;1
Vincitore;1
Vinti;2
Vinto;2
Vir;1
Vira;2
Viriamo;2
Visto;1
Vittoria;41
Viva;18
Vivaddio;1
Vivi;1
Vivo;1
Vo;1
Vogliamo;3
Voglio;12
Voi;54
Volava;1
Volete;6
Voleva;5
Volle;1
Volse;4
Vorr;1
Vorrai;5
Vorrebbe;1
Vorrei;5
Vorreste;1
Vorresti;5
Vostro;1
Vuoi;22
Vuot;1
W;1
WHU;1
WILLIAM;1
Whu;5
William;46
Willis;14
X;1
XI;1
XII;1
XIII;1
XIV;1
XIX;1
XV;1
XVI;1
XVII;1
XVIII;1
XX;1
XXI;1
XXII;1
XXIII;1
XXIV;1
XXIX;1
XXV;1
XXVI;1
XXVII;1
XXVIII;1
XXX;1
XXXI;1
XXXII;1
XXXIII;1
XXXIV;1
Xeres;1
Yanez;382
Zitto;9
[Nota;2
a;2535
abbagliante;3
abbagliati;1
abbagliato;1
abbagliavano;1
abbaiamenti;1
abbaiano;1
abbaiar;7
abbaiare;1
abbaiava;1
abbaiavano;5
abbandon;12
abbandonai;1
abbandonando;9
abbandonandosi;3
abbandonare;40
abbandonarla;3
abbandonarlo;1
abbandonarmi;3
abbandonarono;5
abbandonarvi;1
abbandonasse;2
abbandonata;10
abbandonate;1
abbandonati;4
abbandonato;20
abbandonava;5
abbandonavano;2
abbandoner;4
abbandonerai;3
abbandoneranno;1
abbandonerei;2
abbandoneremo;4
abbandoni;3
abbandoniamo;1
abbandono;2
abbass;5
abbassa;1
abbassando;5
abbassandosi;4
abbassar;1
abbassare;1
abbassarmi;1
abbassato;1
abbastanza;16
abbatt;2
abbatta;1
abbattendo;2
abbatterai;1
abbatteranno;1
abbattere;5
abbatteva;1
abbattevano;2
abbattuta;4
abbattute;1
abbattuti;2
abbattuto;1
abbelliti;1
abbellito;1
abbi;6
abbia;97
abbiamo;53
abbiano;44
abbiate;19
abbigliamento;2
abbigliata;1
abbisognano;1
abboccamenti;2
abbondanti;1
abbondavano;1
abbondi;1
abbord;3
abbordaggi;4
abbordaggio;27
abbordare;9
abbordarli;1
abbordarlo;6
abbordarmi;3
abbordarono;1
abbordava;1
abborderemo;1
abbordiamo;1
abbracci;3
abbracciare;3
abbracciarono;1
abbracciarti;1
abbracciatemi;1
abbracciato;6
abbracciava;1
abbrancando;1
abbreviare;1
abbronzata;1
abbronzato;5
abbrucer;1
abbrucia;3
abbruciano;1
abbruciar;1
abbruciare;1
abbrucierebbe;1
abbui;5
abbuiata;4
abbuiato;2
abile;2
abili;3
abilit;3
abissi;5
abisso;11
abita;2
abitano;1
abitanti;6
abitare;2
abitarlo;1
abitata;1
abitatore;1
abitavano;2
abitazione;21
abitazioni;1
abiter;1
abituale;5
abituarsi;1
abituata;1
abituati;4
abituro;1
aborrito;3
abusate;2
accada;2
accadere;6
accadesse;2
accadeva;1
accadr;1
accaduta;2
accaduto;7
accampati;5
accanimento;1
accanita;2
accanitamente;1
accaniti;1
accanto;33
accappatoio;2
accarezzando;3
accarezzandosi;3
accarezzata;1
accarezzati;1
accarezzava;1
accarezzevole;2
accavallate;2
accavallino;1
acceler;2
accelerando;2
accelerandosi;1
accelerar;1
accelerarono;1
accelerassero;1
accelerava;1
accendere;1
accenderlo;1
accendi;1
accennando;1
accentando;1
accento;33
accentuando;1
accerchiano;1
accerchiar;1
accerchiarti;1
accerchiati;1
accertare;2
accertarsi;2
accertato;1
accese;8
accesero;2
accesi;9
acceso;4
accesso;1
accettare;2
accettata;1
accetter;1
acch;1
acciaio;12
accidentalmente;1
accieca;1
acciecato;1
accingeva;1
accinse;1
acciocch;1
accoccolate;1
accogliere;1
accolse;2
accolsero;1
accolta;1
accolti;1
accolto;2
accomod;1
accomodarono;3
accomodatisi;1
accomodato;2
accompagn;1
accompagna;1
accompagnandola;2
accompagnarlo;1
accompagnarti;1
accompagnata;5
accompagnate;1
accompagnati;4
accompagnato;5
accompagnava;1
accompagnavano;3
acconsentir;1
acconsentire;1
acconsentito;1
accontent;6
accontentare;1
accontentati;1
accontenter;1
accontenteranno;1
accontentiamoci;1
accoppare;1
accorciare;1
accordatami;1
accorderete;1
accordo;5
accorga;1
accorgano;1
accorger;1
accorgersene;2
accorgersi;2
accorgi;1
accorrendo;2
accorrere;2
accorrevano;1
accorse;5
accorti;2
accortisi;1
accost;12
accostando;5
accostarsi;1
accostati;1
accostava;1
accosteremo;1
accovacci;1
accovacciandoglisi;1
accrebbe;2
accrescendo;1
accrescere;2
accrescesse;1
accresciute;1
accresciuti;3
accresciuto;1
accrescono;1
accuminata;1
accuminati;1
accuminato;1
accumul;1
accumulate;1
accumulati;1
accumulato;1
accumulavano;1
accuratamente;3
accusa;1
accusando;1
accusate;2
accusatemi;1
aceto;1
acqua;66
acquatiche;1
acquavite;5
acquazzone;1
acque;38
acquetarsi;1
acquista;1
acquistando;1
acquistare;3
acquistati;2
acquistato;2
acquister;1
acuta;2
acute;1
acuti;3
acutissimo;1
acuto;5
ad;192
adatta;1
adatti;1
addensa;1
addensarsi;1
addetti;1
addietro;1
addio;10
addirittura;3
addit;4
addita;1
additando;4
additati;1
additato;3
additava;1
addobbata;1
addolorata;1
addomentarono;1
addorment;3
addormenta;2
addormentandosi;1
addormentare;1
addormentarmi;2
addormentarsi;5
addormentarti;1
addormentata;4
addormentate;1
addormentati;1
addormentato;4
addormenter;1
addormenteremo;1
addormenti;2
addosso;29
adescato;1
adesso;1
adoper;1
adoperando;1
adoperano;3
adoperare;2
adoperato;1
adoperava;2
adoperiamo;1
adora;1
adorabile;7
adorano;1
adorata;15
adorato;3
adoro;3
adottammo;1
adottata;1
adottiva;1
adulate;1
adunanza;1
adunque;88
aerea;2
aeree;2
aff;1
affaccend;1
affaccendandosi;2
affaccendarsi;1
affaccendati;1
affaccendava;3
affaccendavano;2
affamata;2
affamate;1
affamati;1
affamato;1
affannata;1
affannate;1
affannato;5
affannava;1
affannavano;2
affanno;1
affannosamente;2
affannoso;4
affar;1
affare;2
affascin;1
affascina;4
affascinante;3
affascinanti;1
affascinare;1
affascinarli;1
affascinarlo;2
affascinata;4
affascinato;14
affascinava;3
affascinavano;1
affascinerebbe;1
affatto;3
afferm;1
affermarlo;1
affermativo;2
afferr;19
afferralo;2
afferrami;1
afferrando;8
afferrandogli;1
afferrandolo;1
afferrandone;1
afferrandosi;2
afferrare;3
afferrarla;1
afferrarlo;2
afferrarti;1
afferrati;1
affettando;2
affetto;4
affettuose;1
affezionato;1
affezione;4
affidata;1
affidato;1
affido;1
affievolendosi;1
affievolita;1
affilata;1
affilato;1
affilavano;1
afflu;2
affluirgli;1
affluiva;2
affogato;1
affogava;1
affollandosi;3
affollarono;2
affollati;1
affollavano;3
affond;2
affondai;1
affondami;1
affondando;1
affondante;2
affondare;3
affondarlo;1
affondasse;1
affondati;2
affondato;1
affondava;4
affondavano;1
affranta;1
affranti;2
affranto;5
affrett;15
affrettare;1
affrettarono;5
affrettarsi;2
affrettata;1
affrettati;1
affrettato;1
affrettava;1
affrettavano;2
affretter;1
affretterebbero;1
affrettossi;2
affrontai;1
affrontando;1
affrontare;6
affrontarla;1
affrontato;3
affronter;1
affronterai;1
affronterei;1
affronto;1
affusto;1
africani;2
africano;3
agevolare;1
agghiacciava;1
aggir;1
aggira;1
aggirandosi;1
aggirarsi;1
aggirava;1
aggiungendovi;1
aggiungere;4
aggiungerei;1
aggiungervi;1
aggiungeva;2
aggiungevano;1
aggiunse;5
aggiunte;1
aggomitol;2
aggomitolava;2
aggradite;1
aggrapp;7
aggrappai;1
aggrappandosi;7
aggrappano;1
aggrapparono;1
aggrappata;3
aggrappati;2
aggrappato;4
aggrappava;1
aggravando;1
aggressione;1
aggressore;1
aggrott;11
aggrottata;3
aggruppati;1
agguantarlo;1
agguato;13
agile;3
agili;3
agilit;7
agio;10
agire;9
agirei;1
agiremo;1
agisci;1
agit;2
agitando;8
agitano;3
agitarsi;4
agitata;3
agitate;2
agitati;2
agitatissimo;1
agitato;9
agitava;6
agitavano;5
agitazione;1
agiteranno;1
agiva;3
agl;2
agli;56
agognano;1
agognava;1
agognavano;1
agonizzanti;3
aguzz;1
aguzzino;1
ah;1
ai;238
aiuole;11
aiut;2
aiutandosi;4
aiutante;2
aiutare;1
aiutarlo;1
aiutarmi;1
aiutarsi;1
aiutata;2
aiutati;3
aiutato;4
aiutava;1
aiuterai;1
aiuteranno;1
aiuti;9
aiuto;23
aizzate;1
al;674
alba;8
alberatura;3
alberelli;1
alberetto;3
albergava;1
alberi;116
albero;60
albori;1
alcooliche;1
alcun;13
alcuna;14
alcune;7
alcuni;32
alcuno;15
aleggiando;1
alfine;12
alghe;3
ali;12
alienano;1
alienare;1
alimento;1
alito;10
all;268
alla;464
allacciava;1
allarg;1
allarga;1
allargando;1
allargandosi;1
allargatevi;1
allargavano;1
allarmare;2
allarmati;2
allarmato;2
allarme;4
allarmi;1
alle;237
allearono;1
alleato;2
alleavano;1
allegra;1
allegramente;4
allegri;1
allegro;3
allentare;1
allettare;1
allettato;1
allettava;1
alleviando;1
alleviato;2
alligatore;1
allo;14
allogargli;1
allogarono;2
alloggio;1
allontan;12
allontanai;1
allontanando;3
allontanandolo;1
allontanandosi;8
allontanare;4
allontanarli;1
allontanarono;2
allontanarsi;9
allontanarti;1
allontanata;1
allontanatemi;1
allontanati;2
allontanato;2
allontanava;8
allontanavano;3
allontanavasi;1
