	1.391595	0.051027	0.689494	0.823838	-1.207111	-0.341162	-0.292914	-0.302833	0.007673	0.000861	-0.738021	-0.739030	-1.416591	-1.131102	0.507871	0.600775	-0.597690	-0.347402	-0.477033	-0.985475	-0.583254	
	1.205482	-0.466398	-0.407817	0.021469	-0.710890	-0.633225	-0.668884	-0.483505	-0.162972	-0.199726	-0.578363	-0.677176	-0.730728	-0.682068	-0.109479	-0.303873	-0.810823	-0.537576	-0.701164	-0.706424	-0.565588	
	1.216191	-0.472172	-0.407982	0.019823	-0.709237	-0.633778	-0.672770	-0.477381	-0.154433	-0.191725	-0.578275	-0.676898	-0.729534	-0.680920	-0.114451	-0.308495	-0.808850	-0.530511	-0.696083	-0.705565	-0.565127	
	1.533540	-0.047718	1.196900	0.764080	-1.628972	-0.316537	-0.289935	-0.166317	0.145888	0.132089	-1.100356	-0.931372	-1.915982	-1.406815	0.378746	0.386504	-0.466420	-0.212455	-0.324480	-1.312342	-0.805776	
	1.184860	-0.465028	-0.420286	0.013988	-0.713623	-0.656523	-0.689260	-0.507494	-0.185257	-0.222030	-0.577578	-0.677284	-0.733244	-0.684677	-0.113236	-0.304666	-0.840502	-0.560174	-0.727147	-0.706945	-0.563829	
	1.210855	-0.420559	-0.371000	0.057491	-0.723138	-0.622990	-0.649116	-0.480410	-0.160695	-0.196666	-0.572054	-0.676307	-0.741688	-0.693059	-0.060992	-0.252445	-0.809179	-0.533668	-0.701680	-0.706592	-0.558710	
	1.214602	-0.471728	-0.407328	0.020526	-0.709313	-0.632892	-0.671582	-0.477383	-0.154556	-0.191870	-0.578232	-0.676829	-0.729544	-0.680984	-0.113457	-0.307431	-0.808271	-0.530504	-0.695617	-0.705594	-0.565081	
	1.211280	-0.422417	-0.372489	0.055951	-0.722658	-0.623565	-0.650115	-0.480448	-0.160679	-0.196646	-0.572272	-0.676350	-0.741264	-0.692606	-0.062989	-0.254573	-0.809352	-0.533749	-0.701711	-0.706541	-0.558926	
	1.210468	-0.431639	-0.379073	0.049395	-0.719989	-0.624675	-0.653344	-0.479880	-0.159604	-0.195898	-0.573467	-0.676392	-0.738843	-0.690264	-0.072116	-0.264204	-0.808686	-0.533122	-0.700261	-0.706435	-0.560116	
	1.222925	-0.566141	-0.465056	-0.041862	-0.688329	-0.652181	-0.714184	-0.470526	-0.141424	-0.180973	-0.588266	-0.677624	-0.711930	-0.663672	-0.209194	-0.403177	-0.805895	-0.523155	-0.680429	-0.703278	-0.576949	
#Strato v
	8.362446	-1.806611	-6.608704	-8.080842	-6.108357	-1.138728	-1.818843	-2.186451	-2.293925	-2.283446	-2.277284	-2.212341	-2.261139	-2.262010	-3.028960	-2.260966	-2.248272	-2.259846	-2.249465	-2.249322	-2.277636	
